#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260416    06:58:28       3     36     51      -     13      4      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0     92     57 
 20260416    06:58:29       0     49     77      -      8      3      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0     15 
 20260416    06:58:29       1     48     72      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0     62      6 
 20260416    06:58:29       2     63     55      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      6     11 
 20260416    06:58:29       3     36     52      -     13      4      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0     82     59 
 20260416    06:58:30       0     49     77      -     10      3      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0     56      0 
 20260416    06:58:30       1     62     72      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0     23     15 
 20260416    06:58:30       2     67     55      -     10      3      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0     30     14 
 20260416    06:58:30       3     46     51      -     11      4      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0     47      7 
 20260416    06:58:32       0     64     77      -     10      3      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0     19 
 20260416    06:58:32       1     48     72      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0     62      5 
 20260416    06:58:32       2     65     55      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0     64      0 
 20260416    06:58:32       3     39     52      -     13      4      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0     72      8 
 20260416    06:58:33       0     69     77      -     10      3      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0     21 
 20260416    06:58:33       1     48     72      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0     85      0 
 20260416    06:58:33       2     44     55      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0     85     14 
 20260416    06:58:33       3     36     52      -     13      4      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0     96     56 
 20260416    06:58:35       0     49     77      -      9      3      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0     74     12 
 20260416    06:58:35       1     79     72      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0     22      7 
 20260416    06:58:35       2     41     55      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0     71      3 
 20260416    06:58:35       3     52     52      -     11      4      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      7     17 
 20260416    06:58:36       0     63     77      -     10      3      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0     18     22 
 20260416    06:58:36       1     48     72      -      9      3      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0     58      9 
 20260416    06:58:36       2     65     55      -      9      3      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0     12 
 20260416    06:58:36       3     36     52      -     10      4      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0     15      0 
 20260416    06:58:37       0     58     77      -     10      3      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0     71      0 
 20260416    06:58:37       1     61     72      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      4 
 20260416    06:58:37       2     41     55      -     11      4      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0     54      8 
 20260416    06:58:37       3     50     52      -     13      4      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0     23      0 
 20260416    06:58:38       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:58:38       1     48     72      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:58:38       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:58:38       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260416    06:58:41       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:58:41       1     48     72      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:58:41       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:58:41       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:58:43       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:58:43       1     48     72      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:58:43       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:58:43       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:58:45       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:58:45       1     48     72      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:58:45       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:58:45       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:58:48       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:58:48       1     48     72      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:58:48       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:58:48       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:58:50       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:58:50       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:58:50       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:58:50       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:58:52       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:58:52       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:58:52       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:58:52       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:58:54       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:58:54       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:58:54       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:58:54       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:58:56       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:58:56       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:58:56       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:58:56       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:58:58       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:58:58       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:58:58       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:58:58       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:59:00       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:59:00       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:59:00       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:59:00       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:59:02       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:59:02       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:59:02       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:59:02       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260416    06:59:05       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:59:05       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:59:05       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:59:05       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:59:07       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:59:07       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:59:07       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:59:07       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:59:09       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:59:09       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:59:09       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:59:09       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:59:11       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:59:11       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:59:11       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:59:11       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:59:13       0     47     77      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:59:13       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:59:13       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:59:13       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:59:16       0     47     76      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:59:16       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:59:16       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:59:16       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
 20260416    06:59:18       0     47     76      -      0      0      0      0      -      -    715   1189      0      0   9799      2      0      -      -      0      0      0 
 20260416    06:59:18       1     48     71      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      -      -      0      0      0 
 20260416    06:59:18       2     41     55      -      0      0      0      0      -      -    715   1189      0      0  14269      2      0      0      0      0      0      0 
 20260416    06:59:18       3     35     51      -      0      0      0      0      -      -    715   1189      0      0  10581      2      0      0      0      0      0      0 
