cell,cond,ub,prompt,role,idx,eval_tps,prompt_tps,prompt_n,predicted_n,prompt_ms,predicted_ms,wall,min_gpu_free,err
S3_ctx96k_1k,S3,512,1k,warmup,1,,,,,,,21,806,curl_failed
S3_ctx96k_1k,S3,512,1k,warmup,2,,,,,,,0,16270,curl_failed
S3_ctx96k_1k,S3,512,1k,eval,1,,,,,,,0,16270,curl_failed
S3_ctx96k_1k,S3,512,1k,eval,2,,,,,,,0,16270,curl_failed
S3_ctx96k_1k,S3,512,1k,eval,3,,,,,,,0,16270,curl_failed
S3_ctx96k_1k,S3,512,1k,eval,4,,,,,,,0,16270,curl_failed
S3_ctx96k_1k,S3,512,1k,eval,5,,,,,,,0,16270,curl_failed
S3_ctx96k_32k,S3,512,32k,warmup,1,,,,,,,1,16270,curl_failed
S3_ctx96k_32k,S3,512,32k,eval,1,,,,,,,1,16270,curl_failed
S3_ctx96k_32k,S3,512,32k,eval,2,,,,,,,0,16270,curl_failed
S3_ctx96k_32k,S3,512,32k,eval,3,,,,,,,0,16270,curl_failed
S3_ctx96k_32k,S3,512,32k,eval,4,,,,,,,0,16270,curl_failed
S3_ctx96k_32k,S3,512,32k,eval,5,,,,,,,0,16270,curl_failed
U1_ub256_1k,U1,256,1k,warmup,1,,,,,,,28,956,curl_failed
U1_ub256_1k,U1,256,1k,warmup,2,,,,,,,0,16270,curl_failed
U1_ub256_1k,U1,256,1k,eval,1,,,,,,,0,16270,curl_failed
U1_ub256_1k,U1,256,1k,eval,2,,,,,,,0,16014,curl_failed
S4_ctx96k_1k,S4,512,1k,warmup,1,,,,,,,9,692,curl_failed
U1_ub256_1k,U1,256,1k,eval,3,,,,,,,28,806,curl_failed
S4_ctx96k_1k,S4,512,1k,warmup,2,,,,,,,0,16270,curl_failed
U1_ub256_1k,U1,256,1k,eval,4,,,,,,,0,16270,curl_failed
U1_ub256_1k,U1,256,1k,eval,5,,,,,,,0,16270,curl_failed
S4_ctx96k_1k,S4,512,1k,eval,1,,,,,,,0,16270,curl_failed
S4_ctx96k_1k,S4,512,1k,eval,2,,,,,,,0,16270,curl_failed
S4_ctx96k_1k,S4,512,1k,eval,3,,,,,,,0,16270,curl_failed
S4_ctx96k_1k,S4,512,1k,eval,4,,,,,,,0,16270,curl_failed
S4_ctx96k_1k,S4,512,1k,eval,5,,,,,,,0,16270,curl_failed
S4_ctx96k_32k,S4,512,32k,warmup,1,,,,,,,0,16270,curl_failed
S4_ctx96k_32k,S4,512,32k,eval,1,,,,,,,0,16270,curl_failed
S4_ctx96k_32k,S4,512,32k,eval,2,,,,,,,1,16270,curl_failed
S4_ctx96k_32k,S4,512,32k,eval,3,,,,,,,1,16270,curl_failed
S4_ctx96k_32k,S4,512,32k,eval,4,,,,,,,1,16270,curl_failed
S4_ctx96k_32k,S4,512,32k,eval,5,,,,,,,1,1690,{
  "message": "Loading model",
  "type": "unavailable_error",
  "code": 503
}
U1_ub384_1k,U1,384,1k,warmup,1,,,,,,,0,16270,curl_failed
U1_ub384_1k,U1,384,1k,warmup,2,,,,,,,0,16270,curl_failed
U1_ub384_1k,U1,384,1k,eval,1,,,,,,,0,16270,curl_failed
U1_ub384_1k,U1,384,1k,eval,2,,,,,,,0,16270,curl_failed
U1_ub384_1k,U1,384,1k,eval,3,,,,,,,1,16270,curl_failed
U1_ub384_1k,U1,384,1k,eval,4,,,,,,,0,16270,curl_failed
U1_ub384_1k,U1,384,1k,eval,5,,,,,,,0,16270,curl_failed
S5_ctx96k_1k,S5,512,1k,warmup,1,17.871397528102992,64.27858578031038,1076,1024,16739.634,57298.261,74,692,
S5_ctx96k_1k,S5,512,1k,warmup,2,,,,,,,21,692,curl_failed
S5_ctx96k_1k,S5,512,1k,eval,1,,,,,,,1,16270,curl_failed
S5_ctx96k_1k,S5,512,1k,eval,2,,,,,,,0,16270,curl_failed
S5_ctx96k_1k,S5,512,1k,eval,3,,,,,,,0,16014,curl_failed
S5_ctx96k_1k,S5,512,1k,eval,4,18.261508330324077,74.74076645333768,1074,1024,14369.668,56074.229,71,328,
U1_ub768_1k,U1,768,1k,warmup,1,17.918586761062155,74.18025305117996,1076,1024,14505.208,57147.364,124,328,
S5_ctx96k_1k,S5,512,1k,eval,5,18.305117383263447,73.4382524813958,1074,1024,14624.531,55940.641,121,328,
U1_ub768_1k,U1,768,1k,warmup,2,17.966792489775465,73.54125688432623,1076,1024,14631.243,56994.035,121,328,
S5_ctx96k_32k,S5,512,32k,warmup,1,14.773632885668212,73.11324644590162,32108,512,439154.347,34656.337,534,328,
U1_ub768_1k,U1,768,1k,eval,1,17.975613131662872,74.6332287564749,1074,1024,14390.373,56966.068,524,328,
S5_ctx96k_32k,S5,512,32k,eval,1,14.827367880695059,73.60371915333376,32106,512,436200.784,34530.741,521,328,
U1_ub768_1k,U1,768,1k,eval,2,18.42937156616849,75.00248262407568,1074,1024,14319.526,55563.479,519,328,
S5_ctx96k_32k,S5,512,32k,eval,2,15.049246012199648,73.92988716177528,32106,512,434276.329,34021.638,517,328,
U1_ub768_1k,U1,768,1k,eval,3,18.065073287214943,74.85742587755695,1074,1024,14347.274,56683.966,518,328,
S5_ctx96k_32k,S5,512,32k,eval,3,14.79805952351809,73.71957190572051,32106,512,435515.28,34599.131,520,328,
U1_ub768_1k,U1,768,1k,eval,4,18.161383400814813,75.14098905271351,1074,1024,14293.131,56383.37,519,328,
S5_ctx96k_32k,S5,512,32k,eval,4,14.671721380343058,73.93963638648866,32106,512,434219.068,34897.064,515,328,
U1_ub768_1k,U1,768,1k,eval,5,18.326889242321837,74.13790354161736,1074,1024,14486.517,55874.185,518,328,
S5_ctx96k_32k,S5,512,32k,eval,5,,,,,,,247,328,curl_failed
B1_b1024_1k,B1,512,1k,warmup,1,13.69685957895292,49.45298660223544,1077,1024,21778.26,74761.663,98,590,
B1_b1024_1k,B1,512,1k,warmup,2,14.95493948215017,56.712781828824504,1077,1024,18990.428,68472.36,88,590,
S6_ctx96k_1k,S6,512,1k,warmup,1,18.5257662018997,63.77337077707378,1076,1024,16872.246,55274.367,87,590,
B1_b1024_1k,B1,512,1k,eval,1,18.14147755283586,63.97324811342891,1075,1024,16803.899,56445.237,123,590,
S6_ctx96k_1k,S6,512,1k,warmup,2,18.47733380590077,63.97679140813097,1076,1024,16818.599,55419.251,124,590,
B1_b1024_1k,B1,512,1k,eval,2,18.092563249763597,64.02523368465815,1075,1024,16790.255,56597.84,124,590,
S6_ctx96k_1k,S6,512,1k,eval,1,18.48868672023535,63.99476029493362,1074,1024,16782.624,55385.221,123,590,
B1_b1024_1k,B1,512,1k,eval,3,18.110868404643846,64.0681079150098,1075,1024,16779.019,56540.635,124,590,
S6_ctx96k_1k,S6,512,1k,eval,2,18.482798011157076,63.97950368346802,1074,1024,16786.626,55402.867,123,590,
B1_b1024_1k,B1,512,1k,eval,4,18.098503047008474,64.00676006652178,1075,1024,16795.101,56579.265,123,590,
S6_ctx96k_1k,S6,512,1k,eval,3,18.47010363910644,63.94255505638554,1074,1024,16796.326,55440.945,123,590,
B1_b1024_1k,B1,512,1k,eval,5,18.0888584079063,63.968824629675545,1075,1024,16805.061,56609.432,124,590,
S6_ctx96k_1k,S6,512,1k,eval,4,,,,,,,249,590,curl_failed
S6_ctx96k_1k,S6,512,1k,eval,5,,,,,,,0,16270,curl_failed
S6_ctx96k_32k,S6,512,32k,warmup,1,,,,,,,0,16270,curl_failed
S6_ctx96k_32k,S6,512,32k,eval,1,,,,,,,0,16270,curl_failed
S6_ctx96k_32k,S6,512,32k,eval,2,,,,,,,0,16270,curl_failed
S6_ctx96k_32k,S6,512,32k,eval,3,,,,,,,0,16270,curl_failed
S6_ctx96k_32k,S6,512,32k,eval,4,,,,,,,0,16270,curl_failed
S6_ctx96k_32k,S6,512,32k,eval,5,,,,,,,0,16270,curl_failed
B1_b4096_1k,B1,512,1k,warmup,1,18.16257236938153,63.660135030416775,1077,1024,16917.966,56379.679,74,590,
B1_b4096_1k,B1,512,1k,warmup,2,,,,,,,25,590,curl_failed
B1_b4096_1k,B1,512,1k,eval,1,,,,,,,0,16270,curl_failed
B1_b4096_1k,B1,512,1k,eval,2,,,,,,,0,16270,curl_failed
B1_b4096_1k,B1,512,1k,eval,3,,,,,,,0,16270,curl_failed
B1_b4096_1k,B1,512,1k,eval,4,,,,,,,0,16270,curl_failed
B1_b4096_1k,B1,512,1k,eval,5,,,,,,,0,16270,curl_failed
T1_th32_1k,T1,512,1k,warmup,1,18.28763383413709,64.29407379691733,1075,1024,16720.048,55994.122,73,590,
T1_th32_1k,T1,512,1k,warmup,2,18.606056420358637,64.49229832973346,1075,1024,16668.657,55035.843,73,590,
T1_th32_1k,T1,512,1k,eval,1,18.619142227390892,64.50970967323998,1073,1024,16633.155,54997.163,72,590,
T1_th32_1k,T1,512,1k,eval,2,18.589823211870502,64.52402407413588,1073,1024,16629.465,55083.902,73,590,
T1_th32_1k,T1,512,1k,eval,3,18.615500509181206,64.4716929311205,1073,1024,16642.963,55007.922,72,590,
T1_th32_1k,T1,512,1k,eval,4,18.599419062402923,64.57253852100963,1073,1024,16616.971,55055.483,73,590,
T1_th32_1k,T1,512,1k,eval,5,18.59679313920715,64.46953141706013,1073,1024,16643.521,55063.257,73,590,
T1_th44_1k,T1,512,1k,warmup,1,13.250363456563827,63.87981894498349,1075,1024,16828.476,77280.899,95,590,
T1_th44_1k,T1,512,1k,warmup,2,13.40380892006467,63.88894188204223,1075,1024,16826.073,76396.195,94,590,
T1_th44_1k,T1,512,1k,eval,1,13.404076839498797,63.83487696139799,1073,1024,16808.993,76394.668,94,590,
T1_th44_1k,T1,512,1k,eval,2,13.398011536211294,64.40646977094646,1073,1024,16659.817,76429.252,94,590,
T1_th44_1k,T1,512,1k,eval,3,13.399240498597255,64.05430563431344,1073,1024,16751.411,76422.242,94,590,
T1_th44_1k,T1,512,1k,eval,4,13.40103262808567,64.51337495137447,1073,1024,16632.21,76412.022,95,590,
T1_th44_1k,T1,512,1k,eval,5,13.404103860127968,63.96663481251457,1073,1024,16774.37,76394.514,95,590,
O2_B16_1k,O2_B16,512,1k,warmup,1,17.44176282261683,59.950935039397514,1075,1024,17931.33,58709.662,77,950,
O2_B16_1k,O2_B16,512,1k,warmup,2,17.71127195159952,60.32446819912889,1075,1024,17820.298,57816.288,77,950,
O2_B16_1k,O2_B16,512,1k,eval,1,17.717030815954914,60.35752241201936,1073,1024,17777.403,57797.495,76,950,
O2_B16_1k,O2_B16,512,1k,eval,2,17.70263592767595,60.48500177706401,1073,1024,17739.935,57844.493,77,950,
O2_B16_1k,O2_B16,512,1k,eval,3,17.711723197592175,60.46960821723929,1073,1024,17744.451,57814.815,76,950,
O2_B16_1k,O2_B16,512,1k,eval,4,17.70607401854791,60.4452964996709,1073,1024,17751.588,57833.261,77,950,
O2_B16_1k,O2_B16,512,1k,eval,5,17.706969880081104,60.40371523943515,1073,1024,17763.808,57830.335,77,950,
G1_sm_tensor_1k,G1,512,1k,warmup,1,,,,,,,2,1038,curl_failed
G1_sm_tensor_1k,G1,512,1k,warmup,2,,,,,,,0,16270,curl_failed
G1_sm_tensor_1k,G1,512,1k,eval,1,,,,,,,0,16270,curl_failed
G1_sm_tensor_1k,G1,512,1k,eval,2,,,,,,,0,16270,curl_failed
G1_sm_tensor_1k,G1,512,1k,eval,3,,,,,,,1,16270,curl_failed
G1_sm_tensor_1k,G1,512,1k,eval,4,,,,,,,1,16270,curl_failed
G1_sm_tensor_1k,G1,512,1k,eval,5,,,,,,,0,16270,curl_failed
W1_swa_full_1k,W1_swa_full,512,1k,warmup,1,17.93874845871727,64.29736941219225,1075,1024,16719.191,57083.135,74,590,
W1_swa_full_1k,W1_swa_full,512,1k,warmup,2,18.23304325641725,64.49367188091504,1075,1024,16668.302,56161.771,74,590,
W1_swa_full_1k,W1_swa_full,512,1k,eval,1,18.23138378535266,64.53929977205539,1073,1024,16625.529,56166.883,74,590,
W1_swa_full_1k,W1_swa_full,512,1k,eval,2,18.241491048077336,64.49521166631223,1073,1024,16636.894,56135.762,74,590,
W1_swa_full_1k,W1_swa_full,512,1k,eval,3,18.2363510885107,64.47935236529854,1073,1024,16640.986,56151.584,73,590,
W1_swa_full_1k,W1_swa_full,512,1k,eval,4,18.23643812729162,64.5218318908625,1073,1024,16630.03,56151.316,74,590,
W1_swa_full_1k,W1_swa_full,512,1k,eval,5,18.24611565321789,64.55379430718558,1073,1024,16621.796,56121.534,74,590,
BL_FINAL_set1_1k,BL_FINAL,512,1k,warmup,1,18.068676569313084,63.84073721428743,1074,1024,16823.114,56672.662,74,590,
BL_FINAL_set1_1k,BL_FINAL,512,1k,warmup,2,18.33631038732107,64.07043022578026,1074,1024,16762.803,55845.477,74,590,
BL_FINAL_set1_1k,BL_FINAL,512,1k,eval,1,18.34015769884895,64.0603773837467,1072,1024,16734.213,55833.762,74,590,
BL_FINAL_set1_1k,BL_FINAL,512,1k,eval,2,18.34874287279458,64.2523487020516,1072,1024,16684.215,55807.638,74,590,
BL_FINAL_set1_1k,BL_FINAL,512,1k,eval,3,18.366099093821333,64.10382523431534,1072,1024,16722.871,55754.899,74,590,
BL_FINAL_set1_1k,BL_FINAL,512,1k,eval,4,18.348098147058895,64.16472521486354,1072,1024,16706.999,55809.599,74,590,
BL_FINAL_set1_1k,BL_FINAL,512,1k,eval,5,18.345951908380318,64.12012474713823,1072,1024,16718.62,55816.128,74,590,
BL_FINAL_set1_32k,BL_FINAL,512,32k,warmup,1,14.908187693151294,61.13473901684451,32106,512,525167.859,34343.544,563,590,
BL_FINAL_set1_32k,BL_FINAL,512,32k,eval,1,14.655993210611143,61.25428142938071,32104,512,524110.303,34934.514,563,590,
BL_FINAL_set1_32k,BL_FINAL,512,32k,eval,2,14.833630261857321,61.287291839500114,32104,512,523828.008,34516.163,562,590,
BL_FINAL_set1_32k,BL_FINAL,512,32k,eval,3,14.780055170019999,61.29999072098695,32104,512,523719.492,34641.278,562,590,
BL_FINAL_set1_32k,BL_FINAL,512,32k,eval,4,14.743417596764187,61.267595091853416,32104,512,523996.412,34727.362,570,590,
BL_FINAL_set1_32k,BL_FINAL,512,32k,eval,5,14.728643301802817,61.31360307524465,32104,512,523603.22,34762.197,560,590,
BL_FINAL_set1_96k,BL_FINAL,512,96k,warmup,1,10.24370494320386,53.07115161368964,96210,256,1812849.299,24990.958,1841,468,
BL_FINAL_set1_96k,BL_FINAL,512,96k,eval,1,10.25936722306902,53.060071435827346,96208,256,1813190.171,24952.806,1842,460,
BL_FINAL_set1_96k,BL_FINAL,512,96k,eval,2,10.269287597456442,53.09464000541865,96208,256,1812009.649,24928.701,1841,460,
BL_FINAL_set1_96k,BL_FINAL,512,96k,eval,3,10.332682925923583,53.083569591394976,96208,256,1812387.538,24775.753,1842,460,
BL_FINAL_set1_96k,BL_FINAL,512,96k,eval,4,10.407488122657451,53.08933033889159,96208,256,1812190.875,24597.674,1841,460,
BL_FINAL_set1_96k,BL_FINAL,512,96k,eval,5,10.24777683288294,53.111092163105546,96208,256,1811448.345,24981.028,1841,460,
BL_FINAL_set2_1k,BL_FINAL,512,1k,warmup,1,17.852117901871964,63.955291797209796,1074,1024,16792.981,57360.141,75,590,
BL_FINAL_set2_1k,BL_FINAL,512,1k,warmup,2,17.976346182997624,64.3431558292982,1074,1024,16691.752,56963.745,75,590,
BL_FINAL_set2_1k,BL_FINAL,512,1k,eval,1,17.985208114764315,64.18106340119164,1072,1024,16702.746,56935.677,74,590,
BL_FINAL_set2_1k,BL_FINAL,512,1k,eval,2,17.965593082123814,64.11859068294673,1072,1024,16719.02,56997.84,74,590,
BL_FINAL_set2_1k,BL_FINAL,512,1k,eval,3,17.96252042929722,64.168166567631,1072,1024,16706.103,57007.59,75,590,
