tag	run	eval_tps	prompt_tps	prompt_n	predicted_n	gpu0_used	gpu1_used	gpu2_used	gpu3_used
S_f16_fa1_ctx32768_b512_ub512_1k	3	14.641903090505378	34.68399769925231	1088	256	2889MiB	10315MiB	10315MiB	2809MiB
S_f16_fa1_ctx32768_b512_ub512_warmup	1	14.402323274773263	10.424840247102944	67	256	2873MiB	10299MiB	10299MiB	2793MiB
S_f16_fa1_ctx32768_b512_ub512_warmup	2	14.403830518678562	10.702295834139333	67	256	2873MiB	10299MiB	10299MiB	2793MiB
S_f16_fa1_ctx32768_b512_ub512_warmup	3	14.398882106790435	10.79778029869239	67	256	2873MiB	10299MiB	10299MiB	2793MiB
S_f16_fa1_ctx32768_b8192_ub8192_1k	1	14.916677247213451	68.85805423816271	1090	256	4743MiB	12537MiB	12541MiB	10377MiB
S_f16_fa1_ctx32768_b8192_ub8192_1k	2	14.915235435243467	69.0971143460253	1090	256	4743MiB	12537MiB	12541MiB	10377MiB
S_f16_fa1_ctx32768_b8192_ub8192_1k	3	14.914546349312307	68.995075334077	1090	256	4743MiB	12537MiB	12541MiB	10377MiB
S_f16_fa1_ctx32768_b8192_ub8192_warmup	1	14.935175213816578	10.672086230456742	69	256	4693MiB	12491MiB	12491MiB	10339MiB
S_f16_fa1_ctx32768_b8192_ub8192_warmup	2	14.933723725761064	10.821285374232982	69	256	4693MiB	12491MiB	12491MiB	10339MiB
S_f16_fa1_ctx32768_b8192_ub8192_warmup	3	14.935196125670107	10.782628154661019	69	256	4693MiB	12491MiB	12491MiB	10339MiB
S_f16_fa1_ctx65536_b1024_ub1024_1k	1	14.95815776731265	50.6752783025846	1090	256	3115MiB	10739MiB	10743MiB	3521MiB
S_f16_fa1_ctx65536_b1024_ub1024_1k	2	14.957987337362564	50.69321577344058	1090	256	3115MiB	10739MiB	10743MiB	3521MiB
S_f16_fa1_ctx65536_b1024_ub1024_1k	3	14.960614137885552	50.51365435054177	1090	256	3115MiB	10739MiB	10743MiB	3521MiB
S_f16_fa1_ctx65536_b1024_ub1024_warmup	1	14.976537148481368	10.548886060564366	69	256	3071MiB	10701MiB	10701MiB	3487MiB
S_f16_fa1_ctx65536_b1024_ub1024_warmup	2	14.71216680103013	10.991249850065017	69	256	3071MiB	10701MiB	10701MiB	3487MiB
S_f16_fa1_ctx65536_b1024_ub1024_warmup	3	14.7131138213382	10.859872080150263	69	256	3071MiB	10701MiB	10701MiB	3487MiB
S_f16_fa1_ctx65536_b4096_ub4096_1k	1	14.90536837802809	68.73553913035418	1090	256	4447MiB	11817MiB	11821MiB	6545MiB
S_f16_fa1_ctx65536_b4096_ub4096_1k	2	14.912083366002058	68.87241202433964	1090	256	4447MiB	11817MiB	11821MiB	6545MiB
S_f16_fa1_ctx65536_b4096_ub4096_1k	3	14.909886914914344	68.86512796277998	1090	256	4447MiB	11817MiB	11821MiB	6545MiB
S_f16_fa1_ctx65536_b4096_ub4096_warmup	1	15.145956434904543	10.467315579552508	69	256	4397MiB	11771MiB	11771MiB	6507MiB
S_f16_fa1_ctx65536_b4096_ub4096_warmup	2	14.937442748312083	10.752391589011806	69	256	4397MiB	11771MiB	11771MiB	6507MiB
S_f16_fa1_ctx65536_b4096_ub4096_warmup	3	14.935278902331678	10.778831499682259	69	256	4397MiB	11771MiB	11771MiB	6507MiB
S_f16_fa1_ctx65536_b512_ub512_1k	1	15.390416387715371	34.21240127851241	1088	256	3081MiB	10539MiB	10539MiB	3001MiB
S_f16_fa1_ctx65536_b512_ub512_1k	2	15.390039818722165	34.2813675379459	1088	256	3081MiB	10539MiB	10539MiB	3001MiB
S_f16_fa1_ctx65536_b512_ub512_1k	3	15.387427473975263	34.26003365544483	1088	256	3081MiB	10539MiB	10539MiB	3001MiB
S_f16_fa1_ctx65536_b512_ub512_warmup	1	15.131414264135977	10.426632919650189	67	256	3065MiB	10523MiB	10523MiB	2985MiB
S_f16_fa1_ctx65536_b512_ub512_warmup	2	15.122081866461858	10.68581394403026	67	256	3065MiB	10523MiB	10523MiB	2985MiB
S_f16_fa1_ctx65536_b512_ub512_warmup	3	15.12010978144708	10.606310533142821	67	256	3065MiB	10523MiB	10523MiB	2985MiB
S_f16_fa1_ctx65536_b8192_ub8192_1k	1	15.30386542163345	69.11539773121414	1090	256	6473MiB	13243MiB	13247MiB	10571MiB
S_f16_fa1_ctx65536_b8192_ub8192_1k	2	15.29589825550878	69.3478452288428	1090	256	6473MiB	13243MiB	13247MiB	10571MiB
S_f16_fa1_ctx65536_b8192_ub8192_1k	3	15.291927373619238	69.22781202578552	1090	256	6473MiB	13243MiB	13247MiB	10571MiB
S_f16_fa1_ctx65536_b8192_ub8192_warmup	1	15.614150909792661	10.597123326403224	69	256	6423MiB	13197MiB	13197MiB	10533MiB
S_f16_fa1_ctx65536_b8192_ub8192_warmup	2	15.330117002926198	10.847149824920713	69	256	6423MiB	13197MiB	13197MiB	10533MiB
S_f16_fa1_ctx65536_b8192_ub8192_warmup	3	15.317460654619204	10.914909893464152	69	256	6423MiB	13197MiB	13197MiB	10533MiB
